Word,Prediction
",","[{'label': 'neutral', 'score': 0.9639192819595337}, {'label': 'approval', 'score': 0.010558566078543663}, {'label': 'annoyance', 'score': 0.009004888124763966}, {'label': 'anger', 'score': 0.004542509559541941}, {'label': 'realization', 'score': 0.0044613732025027275}, {'label': 'disapproval', 'score': 0.0036776193883270025}, {'label': 'confusion', 'score': 0.0032715220004320145}, {'label': 'admiration', 'score': 0.0031756460666656494}, {'label': 'disappointment', 'score': 0.0028717590030282736}, {'label': 'disgust', 'score': 0.0022813754621893167}, {'label': 'amusement', 'score': 0.0022260607220232487}, {'label': 'curiosity', 'score': 0.002129267668351531}, {'label': 'sadness', 'score': 0.0020225420594215393}, {'label': 'joy', 'score': 0.00196493836119771}, {'label': 'excitement', 'score': 0.0019380241865292192}, {'label': 'fear', 'score': 0.0016129974974319339}, {'label': 'optimism', 'score': 0.001455918769352138}, {'label': 'surprise', 'score': 0.0011550686322152615}, {'label': 'love', 'score': 0.0011377128539606929}, {'label': 'caring', 'score': 0.0009926187340170145}, {'label': 'embarrassment', 'score': 0.0007428762037307024}, {'label': 'desire', 'score': 0.0007278977427631617}, {'label': 'gratitude', 'score': 0.0007229497423395514}, {'label': 'grief', 'score': 0.00043572610593400896}, {'label': 'nervousness', 'score': 0.0003727888979483396}, {'label': 'pride', 'score': 0.0003197469632141292}, {'label': 'relief', 'score': 0.0002979672863148153}, {'label': 'remorse', 'score': 0.00025908512179739773}]"
Watson,"[{'label': 'neutral', 'score': 0.9528825283050537}, {'label': 'approval', 'score': 0.014401674270629883}, {'label': 'admiration', 'score': 0.008300633169710636}, {'label': 'annoyance', 'score': 0.008057210594415665}, {'label': 'excitement', 'score': 0.00805172510445118}, {'label': 'realization', 'score': 0.005610791500657797}, {'label': 'joy', 'score': 0.0048490553162992}, {'label': 'amusement', 'score': 0.003424708265811205}, {'label': 'anger', 'score': 0.0033287054393440485}, {'label': 'disappointment', 'score': 0.0030952428933233023}, {'label': 'disgust', 'score': 0.002938570687547326}, {'label': 'surprise', 'score': 0.0029232287779450417}, {'label': 'sadness', 'score': 0.002266946714371443}, {'label': 'fear', 'score': 0.0020819897763431072}, {'label': 'optimism', 'score': 0.002051116432994604}, {'label': 'love', 'score': 0.001997501589357853}, {'label': 'disapproval', 'score': 0.0016562103992328048}, {'label': 'curiosity', 'score': 0.001266899867914617}, {'label': 'embarrassment', 'score': 0.0012544534401968122}, {'label': 'desire', 'score': 0.001209195121191442}, {'label': 'pride', 'score': 0.0010340529261156917}, {'label': 'gratitude', 'score': 0.0010075411992147565}, {'label': 'confusion', 'score': 0.0009740225505083799}, {'label': 'caring', 'score': 0.0009031167137436569}, {'label': 'relief', 'score': 0.0006327824667096138}, {'label': 'grief', 'score': 0.0005439083324745297}, {'label': 'nervousness', 'score': 0.0004871921264566481}, {'label': 'remorse', 'score': 0.00044840172631666064}]"
",","[{'label': 'neutral', 'score': 0.9639192819595337}, {'label': 'approval', 'score': 0.010558566078543663}, {'label': 'annoyance', 'score': 0.009004888124763966}, {'label': 'anger', 'score': 0.004542509559541941}, {'label': 'realization', 'score': 0.0044613732025027275}, {'label': 'disapproval', 'score': 0.0036776193883270025}, {'label': 'confusion', 'score': 0.0032715220004320145}, {'label': 'admiration', 'score': 0.0031756460666656494}, {'label': 'disappointment', 'score': 0.0028717590030282736}, {'label': 'disgust', 'score': 0.0022813754621893167}, {'label': 'amusement', 'score': 0.0022260607220232487}, {'label': 'curiosity', 'score': 0.002129267668351531}, {'label': 'sadness', 'score': 0.0020225420594215393}, {'label': 'joy', 'score': 0.00196493836119771}, {'label': 'excitement', 'score': 0.0019380241865292192}, {'label': 'fear', 'score': 0.0016129974974319339}, {'label': 'optimism', 'score': 0.001455918769352138}, {'label': 'surprise', 'score': 0.0011550686322152615}, {'label': 'love', 'score': 0.0011377128539606929}, {'label': 'caring', 'score': 0.0009926187340170145}, {'label': 'embarrassment', 'score': 0.0007428762037307024}, {'label': 'desire', 'score': 0.0007278977427631617}, {'label': 'gratitude', 'score': 0.0007229497423395514}, {'label': 'grief', 'score': 0.00043572610593400896}, {'label': 'nervousness', 'score': 0.0003727888979483396}, {'label': 'pride', 'score': 0.0003197469632141292}, {'label': 'relief', 'score': 0.0002979672863148153}, {'label': 'remorse', 'score': 0.00025908512179739773}]"
that,"[{'label': 'neutral', 'score': 0.9605664014816284}, {'label': 'approval', 'score': 0.021965855732560158}, {'label': 'realization', 'score': 0.011005714535713196}, {'label': 'annoyance', 'score': 0.005712395533919334}, {'label': 'admiration', 'score': 0.004020919557660818}, {'label': 'disappointment', 'score': 0.0037879308219999075}, {'label': 'disapproval', 'score': 0.003574611619114876}, {'label': 'excitement', 'score': 0.002380785997956991}, {'label': 'sadness', 'score': 0.0023103193379938602}, {'label': 'optimism', 'score': 0.001991474535316229}, {'label': 'joy', 'score': 0.0019178622169420123}, {'label': 'amusement', 'score': 0.0016305317403748631}, {'label': 'confusion', 'score': 0.0016141636297106743}, {'label': 'anger', 'score': 0.001584881218150258}, {'label': 'disgust', 'score': 0.0015798001550137997}, {'label': 'fear', 'score': 0.0013945158571004868}, {'label': 'surprise', 'score': 0.0012805069563910365}, {'label': 'curiosity', 'score': 0.0009922576136887074}, {'label': 'love', 'score': 0.0009827791946008801}, {'label': 'desire', 'score': 0.0009402905125170946}, {'label': 'gratitude', 'score': 0.0008355805766768754}, {'label': 'caring', 'score': 0.000804908515419811}, {'label': 'embarrassment', 'score': 0.0005814040778204799}, {'label': 'relief', 'score': 0.00049340765690431}, {'label': 'pride', 'score': 0.0004217380774207413}, {'label': 'nervousness', 'score': 0.0004076081095263362}, {'label': 'grief', 'score': 0.0003964884381275624}, {'label': 'remorse', 'score': 0.0003180483472533524}]"
you,"[{'label': 'neutral', 'score': 0.9647974371910095}, {'label': 'annoyance', 'score': 0.01013047806918621}, {'label': 'approval', 'score': 0.007905608043074608}, {'label': 'anger', 'score': 0.004714608658105135}, {'label': 'realization', 'score': 0.0035797241143882275}, {'label': 'curiosity', 'score': 0.003318052040413022}, {'label': 'confusion', 'score': 0.0032961564138531685}, {'label': 'disapproval', 'score': 0.0027659458573907614}, {'label': 'admiration', 'score': 0.002639523008838296}, {'label': 'amusement', 'score': 0.002358910860493779}, {'label': 'disappointment', 'score': 0.002288241870701313}, {'label': 'disgust', 'score': 0.0022056775633245707}, {'label': 'excitement', 'score': 0.002035323530435562}, {'label': 'optimism', 'score': 0.0017914053751155734}, {'label': 'sadness', 'score': 0.0015021632425487041}, {'label': 'joy', 'score': 0.001405584393069148}, {'label': 'fear', 'score': 0.0012343792477622628}, {'label': 'caring', 'score': 0.0012205603998154402}, {'label': 'surprise', 'score': 0.0011737288441509008}, {'label': 'desire', 'score': 0.0010324213653802872}, {'label': 'love', 'score': 0.000969412038102746}, {'label': 'gratitude', 'score': 0.0009532119729556143}, {'label': 'embarrassment', 'score': 0.0006684389081783593}, {'label': 'grief', 'score': 0.00035954994382336736}, {'label': 'nervousness', 'score': 0.00028902498888783157}, {'label': 'remorse', 'score': 0.0002791300357785076}, {'label': 'pride', 'score': 0.00023652090749237686}, {'label': 'relief', 'score': 0.0002252698177471757}]"
have,"[{'label': 'neutral', 'score': 0.9642959237098694}, {'label': 'approval', 'score': 0.01506904698908329}, {'label': 'annoyance', 'score': 0.006792112719267607}, {'label': 'realization', 'score': 0.004285313654690981}, {'label': 'admiration', 'score': 0.0038084143307060003}, {'label': 'disapproval', 'score': 0.0032441604416817427}, {'label': 'anger', 'score': 0.0031274459324777126}, {'label': 'disappointment', 'score': 0.0027302696835249662}, {'label': 'joy', 'score': 0.002394329756498337}, {'label': 'excitement', 'score': 0.0023066960275173187}, {'label': 'sadness', 'score': 0.0021744384430348873}, {'label': 'confusion', 'score': 0.001990295946598053}, {'label': 'amusement', 'score': 0.001989125506952405}, {'label': 'disgust', 'score': 0.0019711225759238005}, {'label': 'curiosity', 'score': 0.0016340338625013828}, {'label': 'love', 'score': 0.0015900196740403771}, {'label': 'optimism', 'score': 0.0014187577180564404}, {'label': 'fear', 'score': 0.0013052939902991056}, {'label': 'caring', 'score': 0.0011936528608202934}, {'label': 'desire', 'score': 0.0010238175746053457}, {'label': 'gratitude', 'score': 0.0009679694776423275}, {'label': 'surprise', 'score': 0.0008129881462082267}, {'label': 'embarrassment', 'score': 0.0005873937625437975}, {'label': 'grief', 'score': 0.00042905178270302713}, {'label': 'pride', 'score': 0.0003559141478035599}, {'label': 'relief', 'score': 0.0003446546907071024}, {'label': 'remorse', 'score': 0.00033348886063322425}, {'label': 'nervousness', 'score': 0.00033094905666075647}]"
put,"[{'label': 'neutral', 'score': 0.9656387567520142}, {'label': 'approval', 'score': 0.01147577352821827}, {'label': 'annoyance', 'score': 0.006485577207058668}, {'label': 'realization', 'score': 0.005249301437288523}, {'label': 'disapproval', 'score': 0.005141489207744598}, {'label': 'disappointment', 'score': 0.0036002350971102715}, {'label': 'admiration', 'score': 0.0034554998856037855}, {'label': 'confusion', 'score': 0.0029757085721939802}, {'label': 'anger', 'score': 0.0026886719278991222}, {'label': 'sadness', 'score': 0.0023197862319648266}, {'label': 'excitement', 'score': 0.0018370242323726416}, {'label': 'amusement', 'score': 0.0018162488704547286}, {'label': 'joy', 'score': 0.0018072985112667084}, {'label': 'disgust', 'score': 0.0017503091366961598}, {'label': 'curiosity', 'score': 0.0016444252105429769}, {'label': 'optimism', 'score': 0.0016406179638579488}, {'label': 'fear', 'score': 0.001410009921528399}, {'label': 'gratitude', 'score': 0.0012169952969998121}, {'label': 'caring', 'score': 0.000999622163362801}, {'label': 'surprise', 'score': 0.0009837074903771281}, {'label': 'love', 'score': 0.0009100742754526436}, {'label': 'desire', 'score': 0.0008729778928682208}, {'label': 'embarrassment', 'score': 0.0006412150105461478}, {'label': 'grief', 'score': 0.00044085431727580726}, {'label': 'nervousness', 'score': 0.0003691618039738387}, {'label': 'relief', 'score': 0.0003542980120982975}, {'label': 'remorse', 'score': 0.00033082920708693564}, {'label': 'pride', 'score': 0.00032931214082054794}]"
on,"[{'label': 'neutral', 'score': 0.9652003049850464}, {'label': 'approval', 'score': 0.011901404708623886}, {'label': 'annoyance', 'score': 0.009326828643679619}, {'label': 'realization', 'score': 0.005380304530262947}, {'label': 'anger', 'score': 0.00536457309499383}, {'label': 'disapproval', 'score': 0.004344868939369917}, {'label': 'disappointment', 'score': 0.0033190094400197268}, {'label': 'sadness', 'score': 0.00280687864869833}, {'label': 'admiration', 'score': 0.002374705160036683}, {'label': 'disgust', 'score': 0.0023062166292220354}, {'label': 'amusement', 'score': 0.002254503546282649}, {'label': 'joy', 'score': 0.0022363862954080105}, {'label': 'excitement', 'score': 0.0020255723502486944}, {'label': 'confusion', 'score': 0.0017927121371030807}, {'label': 'optimism', 'score': 0.0017426850972697139}, {'label': 'fear', 'score': 0.0016738653648644686}, {'label': 'love', 'score': 0.001451324438676238}, {'label': 'caring', 'score': 0.0013270791387185454}, {'label': 'curiosity', 'score': 0.0012285717530176044}, {'label': 'desire', 'score': 0.0011220104061067104}, {'label': 'surprise', 'score': 0.0009281504899263382}, {'label': 'embarrassment', 'score': 0.0007882174686528742}, {'label': 'gratitude', 'score': 0.0007297543343156576}, {'label': 'grief', 'score': 0.0005176488193683326}, {'label': 'remorse', 'score': 0.00039823396946303546}, {'label': 'nervousness', 'score': 0.00039182245382107794}, {'label': 'pride', 'score': 0.0003720789682120085}, {'label': 'relief', 'score': 0.0003428136697039008}]"
seven,"[{'label': 'neutral', 'score': 0.9662473797798157}, {'label': 'approval', 'score': 0.011214656755328178}, {'label': 'annoyance', 'score': 0.008700495585799217}, {'label': 'realization', 'score': 0.0058058504946529865}, {'label': 'admiration', 'score': 0.004371112212538719}, {'label': 'anger', 'score': 0.003984333947300911}, {'label': 'disappointment', 'score': 0.003905276069417596}, {'label': 'disapproval', 'score': 0.002832860918715596}, {'label': 'sadness', 'score': 0.0026493046898394823}, {'label': 'excitement', 'score': 0.0025188603904098272}, {'label': 'disgust', 'score': 0.002505674259737134}, {'label': 'fear', 'score': 0.002297367434948683}, {'label': 'confusion', 'score': 0.0022220523096621037}, {'label': 'joy', 'score': 0.002017856575548649}, {'label': 'optimism', 'score': 0.001940851449035108}, {'label': 'curiosity', 'score': 0.0014791390858590603}, {'label': 'love', 'score': 0.0014535478549078107}, {'label': 'amusement', 'score': 0.0014299917966127396}, {'label': 'gratitude', 'score': 0.001427881303243339}, {'label': 'surprise', 'score': 0.0013877301244065166}, {'label': 'caring', 'score': 0.0011384733952581882}, {'label': 'desire', 'score': 0.001066488679498434}, {'label': 'embarrassment', 'score': 0.0008075459045358002}, {'label': 'grief', 'score': 0.0005428476142697036}, {'label': 'nervousness', 'score': 0.00046756709343753755}, {'label': 'pride', 'score': 0.0004442657809704542}, {'label': 'relief', 'score': 0.0004091058508493006}, {'label': 'remorse', 'score': 0.0003290259628556669}]"
and,"[{'label': 'neutral', 'score': 0.9660230278968811}, {'label': 'approval', 'score': 0.012594213709235191}, {'label': 'annoyance', 'score': 0.007456664927303791}, {'label': 'realization', 'score': 0.005929211154580116}, {'label': 'disapproval', 'score': 0.004317622631788254}, {'label': 'confusion', 'score': 0.004186722449958324}, {'label': 'anger', 'score': 0.003041901858523488}, {'label': 'disappointment', 'score': 0.00271352450363338}, {'label': 'admiration', 'score': 0.002623346634209156}, {'label': 'curiosity', 'score': 0.002191192703321576}, {'label': 'optimism', 'score': 0.0018126019276678562}, {'label': 'excitement', 'score': 0.0018017251277342439}, {'label': 'amusement', 'score': 0.0017597642727196217}, {'label': 'disgust', 'score': 0.0016762143932282925}, {'label': 'sadness', 'score': 0.0016257214592769742}, {'label': 'joy', 'score': 0.001395160099491477}, {'label': 'fear', 'score': 0.0012316562933847308}, {'label': 'surprise', 'score': 0.0009992364794015884}, {'label': 'caring', 'score': 0.0008923264103941619}, {'label': 'desire', 'score': 0.0008380915969610214}, {'label': 'love', 'score': 0.0008233852568082511}, {'label': 'gratitude', 'score': 0.0007682435680180788}, {'label': 'embarrassment', 'score': 0.000546033144928515}, {'label': 'grief', 'score': 0.0003410455828998238}, {'label': 'nervousness', 'score': 0.0003151747805532068}, {'label': 'pride', 'score': 0.0002621878229547292}, {'label': 'relief', 'score': 0.00025345367612317204}, {'label': 'remorse', 'score': 0.00025143910897895694}]"
a,"[{'label': 'neutral', 'score': 0.9631901383399963}, {'label': 'approval', 'score': 0.010411566123366356}, {'label': 'annoyance', 'score': 0.009450456127524376}, {'label': 'realization', 'score': 0.004488940816372633}, {'label': 'anger', 'score': 0.004405894782394171}, {'label': 'confusion', 'score': 0.0033692356664687395}, {'label': 'disapproval', 'score': 0.0030685821548104286}, {'label': 'curiosity', 'score': 0.002842816524207592}, {'label': 'admiration', 'score': 0.002566952258348465}, {'label': 'disappointment', 'score': 0.0025179896038025618}, {'label': 'disgust', 'score': 0.0020909449085593224}, {'label': 'excitement', 'score': 0.0020485040731728077}, {'label': 'amusement', 'score': 0.0016849000239744782}, {'label': 'sadness', 'score': 0.0016452968120574951}, {'label': 'optimism', 'score': 0.0016040976624935865}, {'label': 'joy', 'score': 0.001430999836884439}, {'label': 'fear', 'score': 0.0013223724672570825}, {'label': 'surprise', 'score': 0.0012374446960166097}, {'label': 'love', 'score': 0.001029872102662921}, {'label': 'desire', 'score': 0.0008743368089199066}, {'label': 'gratitude', 'score': 0.0008474631467834115}, {'label': 'caring', 'score': 0.0008214605622924864}, {'label': 'embarrassment', 'score': 0.0006169736152514815}, {'label': 'grief', 'score': 0.00035146705340594053}, {'label': 'nervousness', 'score': 0.00028914486756548285}, {'label': 'relief', 'score': 0.00025087970425374806}, {'label': 'pride', 'score': 0.00024965728516690433}, {'label': 'remorse', 'score': 0.00021354704222176224}]"
half,"[{'label': 'neutral', 'score': 0.9677644968032837}, {'label': 'approval', 'score': 0.013373217545449734}, {'label': 'annoyance', 'score': 0.007300506811589003}, {'label': 'realization', 'score': 0.004953830502927303}, {'label': 'admiration', 'score': 0.0045457687228918076}, {'label': 'disapproval', 'score': 0.0034912023693323135}, {'label': 'anger', 'score': 0.003356943605467677}, {'label': 'disappointment', 'score': 0.003298287745565176}, {'label': 'sadness', 'score': 0.0023045879788696766}, {'label': 'confusion', 'score': 0.001985584618523717}, {'label': 'excitement', 'score': 0.0019822847098112106}, {'label': 'optimism', 'score': 0.0019259480759501457}, {'label': 'disgust', 'score': 0.0019251105841249228}, {'label': 'joy', 'score': 0.0018628999823704362}, {'label': 'amusement', 'score': 0.0015277541242539883}, {'label': 'fear', 'score': 0.0014394376194104552}, {'label': 'curiosity', 'score': 0.001281640026718378}, {'label': 'love', 'score': 0.001269650412723422}, {'label': 'caring', 'score': 0.001231290865689516}, {'label': 'gratitude', 'score': 0.0010742181912064552}, {'label': 'desire', 'score': 0.000982611090876162}, {'label': 'surprise', 'score': 0.0009358751703985035}, {'label': 'embarrassment', 'score': 0.0006356233498081565}, {'label': 'grief', 'score': 0.00043701226240955293}, {'label': 'pride', 'score': 0.000407649262342602}, {'label': 'relief', 'score': 0.00037099901237525046}, {'label': 'nervousness', 'score': 0.00035776052391156554}, {'label': 'remorse', 'score': 0.00035687125637196004}]"
pounds,"[{'label': 'neutral', 'score': 0.9362093210220337}, {'label': 'sadness', 'score': 0.020073773339390755}, {'label': 'approval', 'score': 0.014325001277029514}, {'label': 'realization', 'score': 0.012996748089790344}, {'label': 'disappointment', 'score': 0.010040835477411747}, {'label': 'annoyance', 'score': 0.009574191644787788}, {'label': 'fear', 'score': 0.007771816570311785}, {'label': 'disgust', 'score': 0.0065690274350345135}, {'label': 'admiration', 'score': 0.005685001146048307}, {'label': 'anger', 'score': 0.004175330977886915}, {'label': 'embarrassment', 'score': 0.003168857656419277}, {'label': 'caring', 'score': 0.002954040886834264}, {'label': 'joy', 'score': 0.002951732836663723}, {'label': 'disapproval', 'score': 0.0027533036191016436}, {'label': 'excitement', 'score': 0.002736965660005808}, {'label': 'love', 'score': 0.002672856207937002}, {'label': 'amusement', 'score': 0.0025840962771326303}, {'label': 'desire', 'score': 0.002384104300290346}, {'label': 'surprise', 'score': 0.0022602772805839777}, {'label': 'grief', 'score': 0.002046912908554077}, {'label': 'nervousness', 'score': 0.0020105496514588594}, {'label': 'optimism', 'score': 0.001996599603444338}, {'label': 'relief', 'score': 0.0014927597949281335}, {'label': 'remorse', 'score': 0.0014559660339727998}, {'label': 'confusion', 'score': 0.0013605490094050765}, {'label': 'pride', 'score': 0.001311743981204927}, {'label': 'gratitude', 'score': 0.0010766073828563094}, {'label': 'curiosity', 'score': 0.000723509001545608}]"
since,"[{'label': 'neutral', 'score': 0.9621760845184326}, {'label': 'approval', 'score': 0.01629393920302391}, {'label': 'realization', 'score': 0.008893557824194431}, {'label': 'annoyance', 'score': 0.005449026823043823}, {'label': 'disapproval', 'score': 0.0032921498641371727}, {'label': 'disappointment', 'score': 0.003219526493921876}, {'label': 'confusion', 'score': 0.002926132408902049}, {'label': 'admiration', 'score': 0.002902424894273281}, {'label': 'sadness', 'score': 0.0022706652525812387}, {'label': 'disgust', 'score': 0.0022314111702144146}, {'label': 'optimism', 'score': 0.0019261203706264496}, {'label': 'anger', 'score': 0.00191008229739964}, {'label': 'excitement', 'score': 0.0015874305972829461}, {'label': 'curiosity', 'score': 0.0015807088930159807}, {'label': 'joy', 'score': 0.0015489690704271197}, {'label': 'love', 'score': 0.0015289386501535773}, {'label': 'fear', 'score': 0.0014677324797958136}, {'label': 'amusement', 'score': 0.0014185179024934769}, {'label': 'gratitude', 'score': 0.0013969283318147063}, {'label': 'caring', 'score': 0.0012420067796483636}, {'label': 'desire', 'score': 0.0011261726031079888}, {'label': 'surprise', 'score': 0.0010354842524975538}, {'label': 'embarrassment', 'score': 0.0006795358494855464}, {'label': 'grief', 'score': 0.0004952054005116224}, {'label': 'remorse', 'score': 0.00040865526534616947}, {'label': 'relief', 'score': 0.00040581589564681053}, {'label': 'nervousness', 'score': 0.0003776278463192284}, {'label': 'pride', 'score': 0.00032663001911714673}]"
I,"[{'label': 'neutral', 'score': 0.9616037607192993}, {'label': 'approval', 'score': 0.019602462649345398}, {'label': 'realization', 'score': 0.007181480526924133}, {'label': 'annoyance', 'score': 0.005678665358573198}, {'label': 'admiration', 'score': 0.0032448098063468933}, {'label': 'disapproval', 'score': 0.002807307057082653}, {'label': 'disappointment', 'score': 0.002758764661848545}, {'label': 'anger', 'score': 0.002222510054707527}, {'label': 'sadness', 'score': 0.0022051192354410887}, {'label': 'excitement', 'score': 0.0021366726141422987}, {'label': 'optimism', 'score': 0.0020857607014477253}, {'label': 'confusion', 'score': 0.0020624117460101843}, {'label': 'disgust', 'score': 0.0019433459965512156}, {'label': 'joy', 'score': 0.0016872010892257094}, {'label': 'fear', 'score': 0.0014174855314195156}, {'label': 'curiosity', 'score': 0.0013967979466542602}, {'label': 'gratitude', 'score': 0.0011874710908159614}, {'label': 'amusement', 'score': 0.0011671575484797359}, {'label': 'love', 'score': 0.0011221622116863728}, {'label': 'desire', 'score': 0.001055548433214426}, {'label': 'caring', 'score': 0.0010489547858014703}, {'label': 'surprise', 'score': 0.000823453941848129}, {'label': 'embarrassment', 'score': 0.0006079550948925316}, {'label': 'grief', 'score': 0.0004060991923324764}, {'label': 'remorse', 'score': 0.0003852015361189842}, {'label': 'pride', 'score': 0.0003729276650119573}, {'label': 'relief', 'score': 0.00036736251786351204}, {'label': 'nervousness', 'score': 0.0003394567465875298}]"
saw,"[{'label': 'neutral', 'score': 0.9626726508140564}, {'label': 'approval', 'score': 0.008953491225838661}, {'label': 'annoyance', 'score': 0.007615799084305763}, {'label': 'realization', 'score': 0.005267564207315445}, {'label': 'anger', 'score': 0.0038098020013421774}, {'label': 'disappointment', 'score': 0.003657677210867405}, {'label': 'admiration', 'score': 0.003477544756606221}, {'label': 'excitement', 'score': 0.003158037317916751}, {'label': 'disgust', 'score': 0.0029379185289144516}, {'label': 'fear', 'score': 0.0027982008177787066}, {'label': 'sadness', 'score': 0.00272856536321342}, {'label': 'confusion', 'score': 0.002684427658095956}, {'label': 'disapproval', 'score': 0.0026105374563485384}, {'label': 'joy', 'score': 0.0023449300788342953}, {'label': 'curiosity', 'score': 0.0020209893118590117}, {'label': 'amusement', 'score': 0.002016365760937333}, {'label': 'surprise', 'score': 0.0018209248082712293}, {'label': 'optimism', 'score': 0.0017143754521384835}, {'label': 'love', 'score': 0.0013980476651340723}, {'label': 'gratitude', 'score': 0.001232294598594308}, {'label': 'desire', 'score': 0.0011642184108495712}, {'label': 'embarrassment', 'score': 0.0009956557769328356}, {'label': 'caring', 'score': 0.0009606873500160873}, {'label': 'grief', 'score': 0.0006171283312141895}, {'label': 'nervousness', 'score': 0.0005442051915451884}, {'label': 'pride', 'score': 0.0004322996246628463}, {'label': 'relief', 'score': 0.0003816235694102943}, {'label': 'remorse', 'score': 0.0003795424709096551}]"
you,"[{'label': 'neutral', 'score': 0.9647974371910095}, {'label': 'annoyance', 'score': 0.01013047806918621}, {'label': 'approval', 'score': 0.007905608043074608}, {'label': 'anger', 'score': 0.004714608658105135}, {'label': 'realization', 'score': 0.0035797241143882275}, {'label': 'curiosity', 'score': 0.003318052040413022}, {'label': 'confusion', 'score': 0.0032961564138531685}, {'label': 'disapproval', 'score': 0.0027659458573907614}, {'label': 'admiration', 'score': 0.002639523008838296}, {'label': 'amusement', 'score': 0.002358910860493779}, {'label': 'disappointment', 'score': 0.002288241870701313}, {'label': 'disgust', 'score': 0.0022056775633245707}, {'label': 'excitement', 'score': 0.002035323530435562}, {'label': 'optimism', 'score': 0.0017914053751155734}, {'label': 'sadness', 'score': 0.0015021632425487041}, {'label': 'joy', 'score': 0.001405584393069148}, {'label': 'fear', 'score': 0.0012343792477622628}, {'label': 'caring', 'score': 0.0012205603998154402}, {'label': 'surprise', 'score': 0.0011737288441509008}, {'label': 'desire', 'score': 0.0010324213653802872}, {'label': 'love', 'score': 0.000969412038102746}, {'label': 'gratitude', 'score': 0.0009532119729556143}, {'label': 'embarrassment', 'score': 0.0006684389081783593}, {'label': 'grief', 'score': 0.00035954994382336736}, {'label': 'nervousness', 'score': 0.00028902498888783157}, {'label': 'remorse', 'score': 0.0002791300357785076}, {'label': 'pride', 'score': 0.00023652090749237686}, {'label': 'relief', 'score': 0.0002252698177471757}]"
".""","[{'label': 'neutral', 'score': 0.9551312327384949}, {'label': 'annoyance', 'score': 0.010298648849129677}, {'label': 'approval', 'score': 0.010185874998569489}, {'label': 'anger', 'score': 0.0065467096865177155}, {'label': 'realization', 'score': 0.004004655871540308}, {'label': 'disapproval', 'score': 0.003817047690972686}, {'label': 'disappointment', 'score': 0.0033545212354511023}, {'label': 'admiration', 'score': 0.00302867847494781}, {'label': 'joy', 'score': 0.0029002150986343622}, {'label': 'sadness', 'score': 0.0028832599055022}, {'label': 'amusement', 'score': 0.0027483932208269835}, {'label': 'disgust', 'score': 0.0026297946460545063}, {'label': 'excitement', 'score': 0.0026095788925886154}, {'label': 'fear', 'score': 0.0022239582613110542}, {'label': 'confusion', 'score': 0.0015935540432110429}, {'label': 'curiosity', 'score': 0.0014599638525396585}, {'label': 'caring', 'score': 0.00124591332860291}, {'label': 'love', 'score': 0.00117613619659096}, {'label': 'optimism', 'score': 0.0011571082286536694}, {'label': 'surprise', 'score': 0.0010698905680328608}, {'label': 'embarrassment', 'score': 0.0008981049177236855}, {'label': 'gratitude', 'score': 0.0007837132434360683}, {'label': 'desire', 'score': 0.0007783600594848394}, {'label': 'grief', 'score': 0.0005483104032464325}, {'label': 'nervousness', 'score': 0.0004963641986250877}, {'label': 'pride', 'score': 0.0004184143908787519}, {'label': 'relief', 'score': 0.0003658640489447862}, {'label': 'remorse', 'score': 0.000307539536152035}]"
"""","[{'label': 'neutral', 'score': 0.9383630156517029}, {'label': 'approval', 'score': 0.014441987499594688}, {'label': 'annoyance', 'score': 0.008760940283536911}, {'label': 'anger', 'score': 0.005121957045048475}, {'label': 'disapproval', 'score': 0.0041343411430716515}, {'label': 'admiration', 'score': 0.0039756461046636105}, {'label': 'realization', 'score': 0.0033455369994044304}, {'label': 'joy', 'score': 0.0033061096910387278}, {'label': 'excitement', 'score': 0.002982847159728408}, {'label': 'disappointment', 'score': 0.0027314473409205675}, {'label': 'sadness', 'score': 0.0020627935882657766}, {'label': 'amusement', 'score': 0.001963210990652442}, {'label': 'disgust', 'score': 0.0017392310546711087}, {'label': 'fear', 'score': 0.0015510516241192818}, {'label': 'caring', 'score': 0.0011735494481399655}, {'label': 'curiosity', 'score': 0.0011288271052762866}, {'label': 'optimism', 'score': 0.0010684446897357702}, {'label': 'love', 'score': 0.001024201512336731}, {'label': 'confusion', 'score': 0.000957656535319984}, {'label': 'surprise', 'score': 0.0008645015186630189}, {'label': 'gratitude', 'score': 0.0007838468882255256}, {'label': 'embarrassment', 'score': 0.0005797725170850754}, {'label': 'desire', 'score': 0.00046324366121552885}, {'label': 'pride', 'score': 0.00041307639912702143}, {'label': 'relief', 'score': 0.0003850390494335443}, {'label': 'nervousness', 'score': 0.0003745568392332643}, {'label': 'grief', 'score': 0.00037288537714630365}, {'label': 'remorse', 'score': 0.00022204405104275793}]"
